name,concentration,pharmaceutical_form,pharmaceutical_short_form,presentation
QUITALER,5 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos
QUITOSO PLUS,1 %,Champú,CHAMPU,Caja Frasco x 60 mL
QUITOSO PLUS,1 %,Champú,CHAMPU,Caja Sobre x 12 mL
QUITOSO PLUS,1 %,Champú,CHAMPU,Frasco X 60 mL
QUITOSO PLUS,1 %,Champú,CHAMPU,Sobre x 12 mL
QUTIPIN 100,100 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
QUTIPIN 100,100 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
QUTIPIN 200,200 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
QUTIPIN 200,200 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
QUTIPIN 25,25 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
QUTIPIN 25,25 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
QUTIPIN 300,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
QUTIPIN 300,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RABIUM-20,20 mg,Tableta de Liberación Retardada,TABLETA,Caja Envase Blister Tabletas de Liberación Retardada
RADSKIL B,1 g + 0.1 g + 0.05 g,Crema,CREMA,Caja Tubo X 20 g
RAGILON,40 mg,Comprimido,TABLETA,Caja Envase Blíster Comprimidos
RALOX,60 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RALOXIM,60 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubiertas
RALOXIM,60 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RAMCOR 10,10 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
RAMCOR-5,5 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
RAMIVAN,1%,Crema,CREMA,Tubo X 20 g
RAMIVAN,1 %,Crema,CREMA,Caja Tubo x 20 g
RANCV 1000,1000 mg,Tableta Recubierta de Liberación Prolongada,TABLETA,Caja Envase Blíster Tabletas de Liberación Prolongada
RANCV 500,500 mg,Tableta Recubierta de Liberación Prolongada,TABLETA,Caja Envase Blíster Tabletas de Liberación Prolongada
RANICIDEX,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RANICOLL,150 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tabletas Recubiertas
RANICOLL,300 mg,Tableta Recubierta,TABLETA,Caja Envase Folio Tableta Recubierta
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Folio Tableta Reccubierta
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RANITIDINA,50 mg/ 2 mL,Solución Inyectable,INYECTABLE,Caja Ampolla x 2 mL
RANITIDINA,150 mg,Tableta Recubierta,TABLETA,Caja Envase Folio Tableta Recubierta
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tabletas Recubiertas
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Folio Tableta Recubierta
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RANITIDINA,50 mg/2 mL,Solución Inyectable,INYECTABLE,Caja Ampolla x 2 mL
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RANITIDINA,150 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RANITIDINA,50 mg,Solución Inyectable,INYECTABLE,Caja Ampolla x 5 mL
RANITIDINA,150 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Comprimidos
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Comprimidos
RANITIDINA,300 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubiertas
RANITIDINA,150 mg,Tableta Recubierta,TABLETA,Caja Envase Folio Tabletas
RAPILER,5 mg/ mL,Solución Oral,SOLUCION,Caja Frasco Gotero x 15 mL
RAPILER,"2,5 mg/5 mL",Jarabe,SOLUCION,Caja Frasco x 60 mL
RAPILER,5 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RAPILER,5 mg/mL,Solución Oral,SOLUCION,Frasco X 15 mL
RAPILER,2.5 mg/5 mL,Jarabe,SOLUCION,Frasco X 60 mL
RAQUIFEROL ® D3 CB,10 000 UI,Cápsula Blanda,CAPSULA,Caja Envase Blister Cápsula Blanda
RAQUIFEROL D3,600000 UI,Solución Oral,SOLUCION,Caja Frasco x 10 mL
RAQUIFEROL D3,600000 UI,Solución Oral,SOLUCION,Caja Vial x 10 mL
RAQUIFEROL D3,600000 UI,Solución Oral,SOLUCION,Vial X 9 mL
RAQUIFEROL D3,600000 UI,Solución Oral,SOLUCION,Vial X 10 mL
RAZALEG,1 mg,Tableta,TABLETA,Caja Envase Blister Tableta
RAZOX,500 mg,Polvo para Solución para Perfusión,INYECTABLE,Caja Vial
RC-PLUS,100 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
REAGE,100 U,Polvo para Solución Inyectable,INYECTABLE,Caja Vial
REALTA,30 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REALTA,60 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REBIF NF,44 µg/0.5 mL,Solución Inyectable,INYECTABLE,Caja Jeringa prellenada X 0.5 mL
REBIF NF,44 µg/0.5 mL,Solución Inyectable,INYECTABLE,Caja Vial
REBRIVE,200 mg/ 2 mL,Solución Inyectable,INYECTABLE,Caja Vial x 2 mL
RECARGA,100 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RECORMON,30000 UI/0.6 mL,Solución Inyectable,INYECTABLE,Caja Jeringa prellenada X 0.6 mL
REDEX,75 mg / 3 mL,Solución Inyectable,INYECTABLE,Caja Ampolla x 3 mL
REDEX FORTE,2%,Gel,JALEA,Caja Tubo x 50 g
REDFLIP,50 mg + 1000 mg,Tableta,TABLETA,Caja Envase Blíster Tabletas
REFLEXAN 10,10 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos Recubietos
REFLEXAN 10,10 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimidos
REFLEXAN 10,10 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos Recubietoss
REFLEXAN 5,5 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos Recubiertos
REFLUCIL,2.5 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos
REFLUCIL,5 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos
REFLUCIL®,5 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimido Recubierto
REFLUPRAZOL,20 mg,Tableta de Liberación Retardada,TABLETA,Caja Envase Blíster Tableta de Liberación Retardada
REFLUPRAZOL,40 mg,Tableta de Liberación Retardada,TABLETA,Caja Envase Blíster Tableta de Liberación Retardada
REFORCE,7.5 g/ 50 mL,Solución Inyectable,INYECTABLE,Caja Vial x 50 mL
REFRAXOL,100 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
REFRESH LIQUIGEL,1%,Solución Oftálmica,SOLUCION OFTALMICA,Caja Frasco Gotero x 15mL
REFRESKAN – T PLUS,0.5 %,Solución Oftálmica,SOLUCION OFTALMICA,Caja Frasco Gotero X 15 mL
REFRESKAN T PLUS,0.5 %,Solución Oftálmica,SOLUCION OFTALMICA,Frasco X 15 mL
REGENERATUR,10 g/ 20 mL,Solución Inyectable,INYECTABLE,Caja Vial
REGULA T,5 mg,Tableta,TABLETA,Caja Envase Blíster Tableta
REGULAX SABOR A CEREZA,3.33 g/5 mL,Solución Oral,SOLUCION,Caja Frasco x 120 mL
REKOVELLE,12 mcg/ 0.36 mL,Solución Inyectable,INYECTABLE,Caja Cartucho Pluma Prellenada + Accesorio
REKOVELLE,36 mcg/ 1.08 mL,Solución Inyectable,INYECTABLE,Caja Cartucho Pluma Prellenada + Accesorio
REKOVELLE,72 mcg,Solución Inyectable,INYECTABLE,Caja Cartucho Pluma Prellenada + Accesorio
RELAFLEX PLUS,300 mg + 250 mg,Tableta Recubierta,TABLETA,Caja x 10 Cajas Envase Blíster x 10 Tabletas Recubiertas
RELAPRIN 15,15 mg,Cápsula de Liberación Prolongada,CAPSULA,Caja Envase Blíster Capsula de Liberación Prolongada
RELAPRIN 30,30 mg,Cápsula de Liberación Prolongada,CAPSULA,Caja Envase Blíster Capsula de Liberación Prolongada
RELAXOL-P,450 mg + 35 mg,Tableta,TABLETA,Caja Envase Blister Tableta
RELCER,,Tableta Masticable,TABLETA,Caja Envase Blíster Tabletas Masticables
RELCER,365 mg + 80 mg + 100 mg + 400 mg,Suspensión Oral,SUSPENSION,Caja Frasco x 180 mL
RELCER,,Tableta Masticable,TABLETA,Caja Envase Blister Tabletas
RELESTAT,0.5 mg/mL,Solución Oftálmica,SOLUCION OFTALMICA,Caja Frasco gotero x 5 mL
RELEXIL,120 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimidos Recubiertas
RELEXIL,90 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimidos Recubiertas
RELIPOIETIN,2000 UI/ 0.5 mL,Solución Inyectable,INYECTABLE,Caja Jeringa Prellenada x 0.5 mL + Accesorios
RELIPOIETIN,2000 UI/0.5 mL,Solución Inyectable,INYECTABLE,Caja Jeringa prellenada x 0.5 mL + Accesorios
RELIPOIETIN,2000 UI/0.5 mL,Solución Inyectable,INYECTABLE,Caja Vial x 0.5 mL
RELOTIB,150 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos
RELVAR ELLIPTA,100 µg + 25 µg/Dosis,Polvo para Inhalación,AEROSOL,Caja Inhalador x 30 Dosis
RELVAR ELLIPTA,200 µg + 25 µg/Dosis,Polvo para Inhalación,AEROSOL,Caja Inhalador x 30 Dosis
REMATRAL,40 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
REMATRAL,80 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
REMATRAL HC,80 mg + 12.5 mg,Tableta,TABLETA,Caja Envase Blíster Tableta
REMICADE,100 mg,Polvo para Solución Inyectable,INYECTABLE,Caja Vial
REMICITAL,20 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
REMIFENTANILO,5 mg,POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,INYECTABLE,Caja Vial
REMIFENTANILO,5 mg,Polvo para Solución Inyectable,INYECTABLE,Caja Vial
REMIGRAY,2 mg,Polvo para Solución Inyectable,INYECTABLE,Caja Vial
REMIGRAY,5 mg,Polvo para Solución Inyectable,INYECTABLE,Caja Vial
REMINYL ER,16 mg,Cápsula de Liberación Prolongada,CAPSULA,Caja Envase Blister Cápsulas
REMINYL ER,8 mg,Cápsula de Liberación Prolongada,CAPSULA,Caja Envase Blister Cápsulas
REMUS,50 mg + 250 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
REMUS,50 mg + 250 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubiertas
REMUSDOL,300 mg + 250 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RENACE-K,5 %,Loción,LOCION,Frasco x 60mL
RENAGEL,800 mg,Comprimido Recubierto,TABLETA,Caja Frasco x 180 Comprimidos Recubiertos
RENVELA,800 mg,Comprimido Recubierto,TABLETA,Frasco x 180 Comprimidos Recubiertos
REPLENINEVF,500 UI,Polvo para Solución Inyectable,INYECTABLE,Caja Vial X 1 500 UI + Vial Dil X 10 mL + Kit Adm.
REPRIMAN,400 mg /mL,Solución Oral,SOLUCION,Caja Frasco gotero x 10 mL
REPRIMAN,250 mg/ 5 mL,Jarabe,SOLUCION,Frasco x 50 mL
REPRIMAN,500 mg,Comprimido,TABLETA,Caja Envase Blíster Comprimidos
REPRIMAN,250 mg / 5 mL,Jarabe,SOLUCION,Caja Frasco x 50 mL + dosificador
REPRIMAN®,500 mg/ mL,Solución Oral,SOLUCION,Caja Frasco Gotero x 10 mL
RESFLIU,500 mg + 5 mg + 2 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RESFRIGRIP,500 mg + 5 mg + 2 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RESFRIGRIP,,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RESNA,500 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos
RESNA,500 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimido Recubierto
RESOLOR,2 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos
RESOLOR,2 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos Recubiertos
RESORCLAS,5 mg/ 100 mL,Solución para Perfusión,INYECTABLE,Caja Vial x 100 mL
RESPIBRON ADULTO,50 mg/ 5 mL,Jarabe,SOLUCION,Caja Frasco x 100 + accesorio
RESPIBRON ADULTO,50 mg/5 mL,Jarabe,SOLUCION,Frasco X 100 mL
RESPIBRON INFANTIL,28 mg/5 mL,Jarabe,SOLUCION,Caja Frasco x 100 mL
RESPIBRON INFANTIL,28 mg/ 5 mL,Jarabe,SOLUCION,Caja Frasco x 100 mL
RESPICET,10 mg,Cápsula Blanda,CAPSULA,Caja Envase Blíster Cápsulas Blandas
RESSFRIL DIA,500 mg + 200 mg + 10 mg,Polvo para Solución Oral,SOLUCION,Caja Sobre x 6.5 g
RESSFRIL FORTE,,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RESSFRIL FORTE,500 mg + 5 mg + 4 mg + 25 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubiertas
RESSFRIL FORTE,500 mg + 5 mg + 4 mg + 25 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RESSFRIL NOCHE,,Granulos para Solución Oral,GRANULOS,Caja Sobre x 6.5 g
RETACNYL,0.025%,Crema,CREMA,Caja Tubo x 30 g
RETACNYL,0.03 %,Crema,CREMA,Tubo X 30 g
RETACNYL,0.05 %,Crema,CREMA,Tubo X 30 g
RETACNYL,0.05%,Crema,CREMA,Caja Tubo x 30 g
RETEVEN,5 mg,Comprimido,TABLETA,Caja Envase Blíster Comprimidos
RETEVEN CR®,10 mg,Comprimido recubierto de liberación prolongada,TABLETA,Caja Envase Blíster Comprimidos Recubiertos de Liberación Prolongada
RETINOL,50 000 UI,Tableta,TABLETA,Caja Envase Blíster Tabletas
REUMA PLUS,15 % + 10 %,Crema,CREMA,Caja Pote x 45 g
REUMA PLUS,15 % + 10 %,Crema,CREMA,Caja Pote x 100 g
REUMA PLUS,15 % + 10 %,Crema,CREMA,Caja Tubo x 50 g
REUMA SOL EXTRAFUERTE,,Ungüento,UNGUENTO,Pote x 60 g
REUMA SOL EXTRAFUERTE,,Ungüento,UNGUENTO,Pote x 100 g
REUMA SOL EXTRAFUERTE,,Ungüento,UNGUENTO,Pote x 20 g
REUMA SOL EXTRAFUERTE,,Ungüento,UNGUENTO,Pote x 30 g
REUMAFLAN,200 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REUMAFLAN,200 mg,Cápsula,CAPSULA,Caja Envase Blister Capsulas
REUMAFLAR,200 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REUMAFROST,,Ungüento,UNGUENTO,Pote X 30 g
REUMAFROST,,Ungüento,UNGUENTO,Lata X 15 g
REUMAFROST,,Ungüento,UNGUENTO,Pote X 60 g
REUMAFROST,,Ungüento,UNGUENTO,Pote X 100 g
REUMAFROST NF,,Ungüento,UNGUENTO,Lata x 15 g
REUMAFROST NF,,Ungüento,UNGUENTO,Pote x 100 g
REUMAFROST NF,,Ungüento,UNGUENTO,Pote x 30 g
REUMAFROST NF,,Ungüento,UNGUENTO,Pote x 60 g
REUMAQUIN,400 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubierta
REUMAQUIN,400 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
REUMATREX,2.5 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
REUMAXIB,200 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REUMODOL FORTE,7.6 g + 29 g,Ungüento,UNGUENTO,Pote x 30 g
REUMODOL FORTE,7.6 g + 29 g,Ungüento,UNGUENTO,Pote x 100 g
REUMOFLEX FORTE,29 g + 7.6 g,Ungüento,UNGUENTO,Pote x 30g
REUMOFLEX FORTE,29 g + 7.6 g,Ungüento,UNGUENTO,Pote x 45g
REUMOFLEX FORTE,29 g + 7.6 g,Ungüento,UNGUENTO,Pote x 100g
REUMOL,150 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
REUMOL,3 mg/3mL,Solución Inyectable,INYECTABLE,Caja Vial x 3 mL
REUMOL,3 mg/ 3 mL,Solución Inyectable,INYECTABLE,Caja Vial x 3 mL
REVELLDE,1 %,Crema,CREMA,Tubo X 20 g
REVELOL XL 50,47.5 mg,Tableta de Liberación Prolongada,TABLETA,Caja Envase Blíster Tableta de Liberación Prolongada
REVERTIR,120 mg,Cápsula,CAPSULA,Caja Envase Blíster Capsula
REVERTIR,120 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REVIXIL,20 mg/mL,Solución Inyectable,INYECTABLE,Caja Vial X 1.2 mL
REVLIMID,15 mg,Cápsula,CAPSULA,Caja Envase Blister Capsulas
REVLIMID,10 mg,Cápsula,CAPSULA,Caja Envase Blister Capsulas
REVLIMID,25 mg,Cápsula,CAPSULA,Caja Envase Blister Capsulas
REVLIMID,5 mg,Cápsula,CAPSULA,Caja Envase Blíster Cápsula
REVLIMID,10 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REVLIMID,15 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REVLIMID,25 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REVLIMID,5 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
REVOLADE,50 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
REVOLADE,25 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
REVOLADE,25 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
REVOLADE,50 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
REXALER,2.5 mg/5 mL,Jarabe,SOLUCION,Caja Envase Blister Monodosis x 5 mL
REXIPRA 10,10 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
REXIPRA 20,20 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
REXIVIN FLEX,250 mg + 300 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tabletas Recubiertas
REYFLOXTIN,500 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
REYFLOXTIN,500 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RHINO BB,0.9 %,Solución para Nebulización,AEROSOL,Frasco x 15 mL
RHINO BB,0.9 %,Solución Nasal,AEROSOL,Caja Frasco Gotero x 15 mL
RHINO CLO,0.65 %,Solución para Pulverización Nasal,AEROSOL,Caja Frasco Atomizador x 15 mL
RHINO DAZOL,0.5 mg/mL,Solución Nasal,AEROSOL,Caja Frasco Gotero X 15 mL
RHINOAIR,2 mg + 7.5 mg,Solución Oral,SOLUCION,Caja Frasco x 120 mL
RHOCAMASS,50 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RHOCAMASS,100 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RHOCAMASS,50 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RHYNOFRIOL COMPOSITUM,500 mg + 8 mg + 5 mg + 15 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimido Recubierto
RIBOMUSTIN,100 mg,Polvo para Solución para Perfusión,INYECTABLE,Caja Vial
RIBOMUSTIN,25 mg,Polvo para Solución para Perfusión,INYECTABLE,Caja Vial
RICILINA,200 mg/5 mL,Polvo para Suspensión Oral,SUSPENSION,Caja Frasco x 30 mL
RICILINA,500 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsula
RICILINA,500 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RIFAMPICINA,300 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsula
RIFAMPICINA,100 mg/ 5 mL,Suspensión Oral,SUSPENSION,Caja Frasco x 60 mL
RIFAMPICINA,300 mg,Cápsula,CAPSULA,Caja Envase Blíster Cápsulas
RIFAMPICINA,300 mg,Cápsula,CAPSULA,Caja Envase Blister Cápsulas
RIFEX,100 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RIFEX D,50 mg + 12.5 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
RIFEX D FORTE,100 mg + 25 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
RIFOCINA,1 %,Solución Tópica,SOLUCION,Caja Frasco x 20 mL
RIGAMINOL,160 mg/2 mL,Solución Inyectable,INYECTABLE,Ampolla X 2 mL
RIGAMINOL,160 mg/2 mL,Solución Inyectable,INYECTABLE,Caja Ampolla x 2 mL
RIGAMINOL,160 mg/ 2 mL,Solución Inyectable,INYECTABLE,Caja Ampolla x 2 mL
RIGEVIDON,0.15 mg + 0.03 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister comprimidos
RIGEVIDON,0.15 mg + 0.03 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimidos Recubiertas
RIGEVIDON 21 + 7,0.15 mg + 0.03 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster x 28 Comprimidos Recubiertos
RILAST 500,500 mg /50 mL,Concentrado para Solución para Perfusión,INYECTABLE,Caja Vial x 50 mL
RILATEN,20 mg /2 mL,Solución Inyectable,INYECTABLE,Caja Ampolla x 2 mL
RILATEN,10 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubierta
RILATEN,10 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RILUTEK,50 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RINACET,10 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos
RINALERG,5 mg/5 mL,Jarabe,SOLUCION,Caja Frasco x 60 mL
RINALERG,10 mg,Tableta Recubierta,TABLETA,Caja Tabletas
RINALERG D,5 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RINALERG DES,2.5 mg/ 5 mL,Solución Oral,SOLUCION,Caja Frasco x 60 mL + Accesorio
RINALOR,10 mg,Comprimido,TABLETA,Caja Envase Blíster Comprimidos
RINEPAN,10 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RINEX - N,500 mg + 5 mg + 2 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tabletas Recubiertas
RINEX N,,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RINOCLENIL,100 µg,Suspensión para Pulverización NasaL,SUSPENSION NASAL,Caja Frasco Aerosol x 200dosis
RINOCLENIL,100 mcg,Suspensión para Pulverización NasaL,SUSPENSION NASAL,Caja Frasco x 32 mL x 200 dosis
RINOFAZOLIN,0.05 %,Solución para Pulverización Nasal,AEROSOL,Caja Frasco Atomizador x 15 mL
RINOFILAX,5 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RINOFILAX,2.5 mg/5 mL,Jarabe,SOLUCION,Caja Frasco x 60 mL
RINOFLU,0.1%,Solución Nasal,AEROSOL,Caja Frasco Gotero x 20 mL
RINOFLUIMUCIL,10 mg/ mL,Solución Nasal,AEROSOL,Caja Frasco x 10 mL
RINOGRIP N,,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RINOKID,3 %,Solución para Pulverización Nasal,AEROSOL,Caja Frasco atomizador x 25 mL
RINOMEX,2.5 mg + 30 mg/5 mL,Jarabe,SOLUCION,Caja Frasco x 120 mL
RINOMEX,5 mg + 120 mg,Cápsula de Liberación Prolongada,CAPSULA,Caja Envase Blister Cápsulas
RINOMEX,5 mg + 120 mg,Cápsula de Liberación Prolongada,CAPSULA,Caja Envase Blíster Cápsula
RINOSAL B,100 mcg/DOSIS,Solución para Pulverización Nasal,AEROSOL,Caja Frasco x 100 Dosis (10 mL)
RINOVAL,50 mcg/Dosis,Suspensión para Nebulización,AEROSOL,Caja Frasco x 120 dosis
RISBIODAL® 200,200 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos Recubiertos
RISDONE -2,2 mg,Tableta,TABLETA,Caja Envase Blíster Tabletas
RISDONE-2,2 mg,Tableta,TABLETA,Caja Envase Blíster Tabletas
RISOXIA 90,90 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tableta Recubierta
RISPERDAL,1 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimidos
RISPERDAL CONSTA,37.5 mg,Polvo para Suspensión Inyectable,INYECTABLE,Caja Vial + Jeringa Prellenada x 2 mL de Solvente
RISPERDAL CONSTA,25 mg,Polvo para Suspensión Inyectable,INYECTABLE,Caja Vial + Jeringa Prellenada x 2 mL de Solvente
RISPERIDONA,1 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RISPERIDONA,2 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RISPERIDONA,2 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubiertas
RISPERIDONA,2 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RISPERIDONA,2 mg,Tableta,TABLETA,Caja Envase Blister Tabletas
RISPERIDONA,2 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimido Recubierto
RISPERIDONA,2 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimido Recubierto
RISPERIDONA,1 mg,Comprimido Recubierto,TABLETA,Caja Envase Blister Comprimido Recubierto
RISPERIFAR,1 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimido Recubierto
RISPERIFAR,2 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimido Recubierto
RISPERITE,2 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas Recubiertas
RISTAL 2,2 mg,Tableta Recubierta,TABLETA,Caja Envase Blister Tabletas
RITALINA,10 mg,Comprimido,TABLETA,Caja Envase Blister Comprimidos
RITOLOP,200 mg + 50 mg,Tableta Recubierta,TABLETA,Caja Envase Frasco x 120 Tableta Recubierta
RITONAVIR,100 mg,Tableta Recubierta,TABLETA,Caja Frasco x 30 Tabletas Recubiertas
RITONAVIR,100 mg,Tableta Recubierta,TABLETA,Caja Frasco Tabletas
RITOVIR,200 mg + 50 mg,Tableta Recubierta,TABLETA,Caja Frasco Tabletas Recubiertas
RIVAMER 1.5,1.5 mg,Cápsula,CAPSULA,Caja Envase Folio Cápsulas
RIVAMER 1.5,1.5 mg,Cápsula,CAPSULA,Caja Envase Blister Tabletas
RIVAMER 3,3 mg,Cápsula,CAPSULA,Caja Envase Blíster Cápsula
RIVAROXABAN,15 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RIVAROXABAN,20 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
RIVASMIN LISIL®,10 mg,Tableta,TABLETA,Caja Envase Blíster Tableta
RIVATHROMB 10,10 mg,Tableta Recubierta,TABLETA,Caja Envase Blíster Tableta Recubierta
